ID,Nom,Arrondissemnt,Coor_x,Coor_y,Status,Dommages,Commentaire,Précision,Date
IFVMQG,Maison du Sel,Haguenau-Wissembourg,7.94352773916278,49.0367589245388,mauvais,20.0,"Charpente déformée, peinture étanche, efflorescences salines, couverture vétuste","Façades (excepté le balcon ouest) , toiture avec sa charpente et structures subsistantes de la salle des malades (cad. 29 3, 4) : inscription par arrêté du 22 avril 1998",2018-12-31
I4F4KW,Manoir de Vitzthum d'Egersberg (ancien),Haguenau-Wissembourg,7.78741155123393,49.0047502593734,bon,0.0,Restauré en 2017,Façades et toitures du manoir ; portails d'entrée sur rue et sur jardin ; façades et toitures des deux dépendances est et ouest (cad. 03 1 ; 04 2) : inscription par arrêté du 10 février 1999,2018-12-31
IAIIZI,Château,Haguenau-Wissembourg,7.74745212505568,48.9388845093689,bon,50.0,Intérieurs restaurés en 2015,"Château : donjon, en totalité, avec escalier d'accès en vis ; aile principale (nord-est) : façades, toitures et escalier extérieur ; à l'intérieur : escalier en vis et oriel, en totalité ; plafonds lambrisssés et stuqués ; aile secondaire (nord-ouest) : façades et toiture ; à l'intérieur, escalier à balustres. Petite dépendance : façades et toiture. Ancien cellier, 10, rue du Moulin : façades et toiture (cad. 3 24, 25, 29, 206/24, 217) : inscription par arrêté du 5 avril 2002",2018-12-31
I8LKPD,Maison des Anneaux,Haguenau-Wissembourg,7.78821550208768,48.8132312532749,moyen,0.0,Intérieurs non visités,"Le décor du vestibule : le revêtement mural en carreaux de céramique au rez-de-chaussée et sur le mur d'appui de l'escalier jusqu'au premier étage, les menuiseries à l'exception de la porte arrière, le pavement, le plafond et les vitraux, y compris celui du mur nord au premier étage (cad. AS 60) : inscription par arrêté du 28 septembre 2005",2018-12-31
IM3LA7,Eglise paroissiale Saint-Etienne,Haguenau-Wissembourg,8.107857811788616,48.89380105541369,moyen,,,"L'église avec son sol en totalité, y compris les reliefs peints de la façade ouest, le portique nord et le campanile (cad. 01 129/6) : inscription par arrêté du 9 mars 2006",2018-12-31
I24OFT,Château ,Haguenau-Wissembourg,7.72019795362688,48.9421314302998,bon,80.0,Château bon état - Parc et dépendances mauvais état,"Le domaine du château en totalité : le château, l'ensemble des bâtiments des communs avec chenil et bûcher, le puits et la fontaine de la cour des communs, les clôtures et leurs grilles, le parc paysager avec fabriques et statuaire, le jardin potager avec ses serres et clôtures (cad. 01 33) : classement par arrêté du 29 septembre 2009",2018-12-31
IXLFVF,Ferme-château Le Bel,Haguenau-Wissembourg,7.83062994084634,48.9449408356054,mauvais,20.0,Seul pavillon restaurant en bon état - Interventions d'urgence à prévoir sur les dépendances,"La ferme-château en totalité, composée du château Le Bel, du bâtiment contigu au château Le Bel, du bâtiment à pan de bois dit bâtiment du laboratoire, de l'ensemble des bâtiments agricoles composé des granges et du bâtiment d'habitation situé dans le prolongement du portail et des éléments historiques de clôture, de la cour et de son pavement, du parc et de ses éléments architecturés, des sols (cad. 16 75, 126) : inscription par arrêté du 30 janvier 2008",2018-12-31
IB72MJ,Maison Stern,Haguenau-Wissembourg,7.94442421813774,49.03865629283,bon,30.0,,"La maison en totalité comprenant les deux corps de bâtiment avec toutes leurs dispositions intérieures et extérieures, leurs éléments de décor, la charpente ainsi que l'escalier à balustres et la cour pavée (cad. 29 51) : inscription par arrêté du 8 février 2008",2018-12-31
IEV4UW,Abbaye Saint Barthélémy (vestiges),Haguenau-Wissembourg,8.09992440590764,48.8996014825145,moyen,50.0,,"L'emplacement, au bord du Seltzbach, de l'église abbatiale et des bâtiments claustraux qui lui sont attenants au nord (cad. 08 183, 188) : inscription par arrêté du 12 septembre 1995",2018-12-31
IBJ42U,Nécropoles protohistoriques et gallo-romaines,Haguenau-Wissembourg,7.69342485191498,48.7008116123487,bon,25.0,,"En totalité les nécropoles protohistoriques et gallo-romaines (comme reporté sur le plan joint à l'arrêté), sur leur parcelle assiette, réserve archéologique, sises dans la forêt de Brumath (cad. 86 1, 2 ; 87 8, 51 ; 88 66) : inscription par arrêté du 9 octobre 2015",2018-12-31
I7KC21,Eglise de la Paix,Haguenau-Wissembourg,7.721918096891268,48.94227389829388,,0.0,,Non Renseigné,2018-12-31
IOPC1M,Monument funéraire des Strauss-Durckheim,Haguenau-Wissembourg,7.7217002460378374,48.94215563696515,,20.0,,Non Renseigné,2018-12-31
IUE6J3,Unité potière,Haguenau-Wissembourg,7.897354974322175,48.898426023499184,,,,Non Renseigné,
