,id,name,Arrondissemnt,Coor_x,Coor_y,Status,Dommages,Commentaire,Précision,Date
110,IDN9IX,Eglise paroissiale Notre-Dame-de-la-Nativité,Saverne,7.36427363337236,48.7412904048456,bon,0.0,Fissure clocher. Efflorescences salines et humidité. Revêtement sol étanche extérieur.,"Eglise y compris la chapelle baptismale (ancienne sacristie) ; les parties suivantes du bâtiment annexe avec sa tourelle : façades et toitures, crypte-ossuaire, chapelle Saint- Michel et sacristie (cad. 1 34) : classement par arrêté du 29 décembre 1977",2018-12-31
111,IWOVOC,Couvent des Récollets (ancien),Saverne,7.3568299,48.7414404,moyen,30.0,Partie basse cloître dégradée. Intérieurs non visités. ,"Rempart externe (cad. F 548, 491, 493, 1300, 1825, 490, 553, 558, 559, 1148, 1181, 1239) : inscription par arrêté du 14 août 1985",2018-12-31
112,IBYIB1,Hôtel du Boeuf Noir,Saverne,7.35950672341303,48.7427259370618,moyen,100.0,Peinture non adaptée. Corbeau oriel remplacé par équerre métallique. Nettoyage statuette à prévoir.,Façade avec oriel et statuette d'angle ; toitures : inscription par arrêté du 12 octobre 1929,2018-12-31
113,IPHQT6,Hôtel de la Charrue,Saverne,7.36747081525615,48.7389663341224,mauvais,60.0,"Révision couverture, fissuration à la jonction avec façade",Oriel d'angle : inscription par arrêté du 12 octobre 1929,2018-12-31
114,ISW34U,Hôtel de Wangen (ancien),Saverne,7.3638495091125,48.7397090991676,moyen,30.0,Consolidation grès rue des murs. Révision couverture à prévoir.,Hôtel (presbytère) et restes des fortifications du Moyen Age qui en dépendent : inscription par arrêté du 16 octobre 1930,2018-12-31
115,I0JAPF,Maison,Saverne,7.36305796344699,48.7405387584701,moyen,2.0,Enduits/Peinture non adaptés. Rev sol étanche pied façade,Façades et toitures : inscription par arrêté du 12 octobre 1929,2018-12-31
116,IOJHHY,Maison,Saverne,7.36205271098226,48.7406674182437,moyen,5.0,Enduits/Peinture non adaptés. Rev. sol étanche pied façade,Villa La Sapinière (cad. AB 8) : inscription par arrêté du 18 février 1987,2018-12-31
117,INRVAR,Maison,Saverne,7.36073015531055,48.742526407291,mauvais,50.0,"Oriel fissuré, enduit+peinture non adaptés, humidité soubassement, révision couv. membron à prévoir",Façade principale avec oriel et toiture : inscription par arrêté du 12 octobre 1929,2018-12-31
118,ICG6M2,Maison,Saverne,7.36240703914002,48.7411493837925,moyen,10.0,Enduits/Peinture non adaptés. Rev sol étanche. Tourelle non visitée.,Façades du choeur et du croisillon Sud du transept : inscription par arrêté du 6 mai 1947,2018-12-31
119,IL8O7J,Maison Katz,Saverne,7.36265209165175,48.7410348986496,bon,25.0,Révision de la couverture à prévoir.,Chapelle du cimetière : inscription par arrêté du 7 janvier 1935,2018-12-31
120,IJ21EG,Maison,Saverne,7.36342887835347,48.7405325075412,bon,5.0,Escalier et plafond non visités.,"Façades et toitures du château ; tracés des enceintes basses comprenant la basse-cour avec son corps d'entrée, les fossés, les murs de fausses-braies et la maison en pan-de-bois attenante au château (cad. 27 83) : inscription par arrêté du 1er décembre 1995",2018-12-31
121,IU1SHG,Maison (DEMOLIE),Saverne,7.3617366,48.7398137,,30.0,,Tour dite du village (cad. A 197) : inscription par arrêté du 10 janvier 1964,2018-12-31
122,IIO5VG,Maison,Saverne,7.36484440359673,48.7393720413982,bon,5.0,restauré en 2015,Porte datée de 1574 : inscription par arrêté du 16 octobre 1930,2018-12-31
123,IQJV04,Maison,Saverne,7.36223425674873,48.740819496935,mauvais,70.0,"Enduits/Peinture non adaptés, Fissures part et d'autre oriel, jambages garage dégradés. Rev sol étan",Façade principale avec oriel : inscription par arrêté du 12 octobre 1929,2018-12-31
124,I3MDPB,Banc-reposoir napoléonien,Saverne,7.51583874920539,48.8738400084751,bon,20.0,entretenu,Façades et toitures ; escalier avec sa rampe en bois ; portail donnant sur la rue. (cad. AC 153) : inscription par arrêté du 19 septembre 1988,2018-12-31
125,IMEN5S,Banc-reposoir napoléonien,Saverne,7.2517854728362,48.8980481990986,bon,20.0,présence de mortier de réparation aléatoire,"Les façades et les toitures de l'hôpital d'origine, à l'exclusion des extensions postérieures, le hall d'entrée, les deux couloirs de circulation avec les patios intérieurs, la salle d'opération du premier étage (maternité) ; la mosaïque de Fernand Léger ; les façades et les toitures du pavillon d'entrée (cad. CD 3) : classement par arrêté du 24 septembre 2008",2018-12-31
126,ICSI1H,Synagogue,Saverne,7.25454460682412,48.8923612648199,bon,,"révision de la couverture, enduit à purger en embase et enduit d'uniformisation à la chaux à prévoir","Partie du gisement (cad. B 44 à 58, 844 à 866) : inscription par arrêté du 26 mai 1942 ; Partie du gisement (cad. B 59) : classement par arrêté du 12 octobre 1942",2018-12-31
127,IAEJRD,Eglise d'Offenheim,Saverne,7.61657102141533,48.6316802903489,moyen,,,Tour : classement par arrêté du 6 décembre 1898,2012-09-26
128,ISB2DF,Banc-reposoir napoléonien,Saverne,7.50075106098593,48.8509054024876,moyen,0.0,"éléments métalliques corrodés, éclatement des grès, cisaillement assise",Abbaye de Fontaine-Guerard (restes) : classement par arrêté du 6 avril 1937,2018-12-31
129,IXSRD6,Eglise protestante,Saverne,7.41409653701198,48.8529054789259,bon,5.0,,Eglise protestante y compris les peintures murales : classement par arrêté du 26 septembre 1921,2018-12-31
130,IESDRS,Banc-reposoir napoléonien,Saverne,7.42767083591161,48.6825655283078,bon,40.0,entretenu,"Les façades et toitures ; l'escalier à balustres en bois ; les deux pièces avec boiseries au rez-de-chaussée ; les restes de peintures murales de la pièce du premier étage (cad. H 23) : inscription par arrêté du 7 mai 1969 - Les douves ; les trois ponts dormants ; les bassins de retenue et leur système de vannes (H 24, 25, 42) ; le mur de clôture ; le portail avec sa grille (cad. H 22, 24, 25, 41, 42) : inscription par arrêté du 22 décembre 1988 - Les quatre corps de logis constituant les dépendances du château (cad. H 160, 161, 212) : inscription par arrêté du 25 mai 2007",2018-12-31
131,I0K49C,Banc-reposoir napoléonien,Saverne,7.17657384526234,48.8614873005131,,,,"Banc-reposoir napoléonien (cad. 9 64, 65) : inscription par arrêté du 9 mai 1988",2018-12-31
132,I0TKJW,Eglise,Saverne,7.50948029736718,48.6706806821727,bon,20.0,,Transept et nef : inscription par arrêté du 18 mars 1926,2018-12-31
133,IZSVHL,Maison et moulin à huile,Saverne,7.41893380173605,48.9101463648592,,90.0,,Façades et toitures du manoir ; grande cheminée de l'étage ; ancienne chapelle : inscription par arrêté du 24 mai 1974,2018-12-31
134,IL14TR,Eglise Saint-Nicolas,Saverne,7.6355329707607,48.7218556422946,,20.0,,Eglise et mur de soutènement avec parquet et escalier (cad. 3 17) : inscription par arrêté du 8 octobre 1984,2018-12-31
135,IX1KYL,Banc-reposoir napoléonien,Saverne,7.09451629306826,48.8743225791129,,20.0,,"Dolmen dit La Pierre Tournante (cad. K, dite du Veau) : classement par arrêté du 14 décembre 1948",2018-12-31
136,IZ29YY,Pont sur l'Isch,Saverne,7.06510755712983,48.8715576094457,moyen,,,"Le domaine, à savoir le manoir pour ses façades et ses toitures, les jardins en terrasses avec leurs murs de soutènement, l'ensemble du parc avec ses allées et son système hydraulique (canalisations souterraines et aériennes, grand bassin, vivier, lavoir, ruines et vannes du moulin, vannes du grand bassin) , ainsi que le colombier en totalité (cad. F 613 à 618, 620 à 624, 629 à 633, 655 à 658, 1339, 1523, 1931, 2604, 2607, 2725, 2726, 2737 ; E 1 à 14, 41 à 45, 48, 1142 ; D 13 à 15) : inscription par arrêté du 20 juillet 2009",2018-12-31
137,ICA4SZ,Château,Saverne,7.17657652843953,48.9531682416284,mauvais,40.0,"château hors d'eau l'une des deux tourelles vers la rue a été remplacée en ardoises pose ""schuppen"" ",Le phare en totalité (cad. BN 102) : inscription par arrêté du 21 juin 2012,2018-12-31
138,IQ4Y9L,Motte féodale du Kochersberg,Saverne,7.5305574880756,48.6653034528342,,0.0,,Façades sur rue et toitures (cad. BX 62) : inscription par arrêté du 27 janvier 1992,2018-12-31
139,IYTAJ0,Chapelle Saint-Nicolas,Saverne,7.40501972474368,48.8237053748872,moyen,50.0,aucun entretien ni mise en valeur des vestiges presence de mousse,"Totalité des vestiges, y compris le sol : inscription par arrêté du 18 octobre 1989",2018-12-31
140,IU0FE3,Domaine de Bonnefontaine,Saverne,6.99410355375366,48.9078033902365,péril,40.0,PC accordé en 2011. Travaux non réalisés en intégralité. Hors d'eau hors d'air non assurés.,Arcade : inscription par arrêté du 14 juin 1928,2018-12-31
141,ITCX94,Eglise catholique Notre-Dame de l'Assomption,Saverne,7.1135553313394535,48.858799656088635,bon,10.0,,Extérieurs (cad. 1 303) : inscription par arrêté du 2 juillet 1992,2018-12-31
142,I6EUO3,Château fort du Warthenberg,Saverne,7.37641844027882,48.7941205635759,mauvais,20.0,"Pierres instables, traitement des arases à prévoir.",Eglise : classement par liste de 1840,2018-12-31
143,IJMUHZ,Ossuaire,Saverne,7.4827487,48.7367965,,5.0,,"Château, y compris les pièces suivantes avec leur décor : escalier avec sa galerie d'accès et sa cage, cuisine, salle à manger, vestibule lambrissé et salon du rez-de-chaussée de l'aile 17s, grand salon et chambre à plafond lambrissé du premier étage, deux chambres du deuxième étage (cad. AI 92) : inscription par arrêté du 7 octobre 1991",2018-12-31
144,IHSQJB,Site du Mont-Saint-Michel,Saverne,7.36383673633138,48.7759717439326,moyen,100.0,travaux de maçonnerie à prévoir et entretien de la couverture,"Le site archéologique situé aux lieux-dits Basse Melot (cad. 19 4) , Basse du Loup (cad. 19 5) , Schweinsbach (cad. 19 7) , Eugenthal (cad. 19 10) , et concernant le périmètre de l'ensemble du plateau ayant fait l'objet de fouilles archéologiques (y compris le chemin antique et le bâtiment 4) augmenté d'une zone de protection supplémentaire de 30 mètres de largeur, soit une zone de 25 000 m2 : inscription par arrêté du 11 septembre 2003",2018-12-31
145,I95N8D,Cimetière juif,Saverne,7.581235703924696,48.819420224290894,mauvais,80.0,Murs de clôture et stèles dégradées. Aménagements sans autorisation. Stèles enfouies cassées.,"Vieux pont (cad. non cadastré, domaine public) : inscription par arrêté du 10 février 1997",2018-12-31
146,IZ4GJQ,Eglise protestante,Saverne,7.53957049413694,48.8449213268466,,70.0,,"Niveaux gothiques de la tour-choeur, y compris les peintures murales (cad. 2 17) : inscription par arrêté du 12 juillet 1995",2018-12-31
147,I3GTB0,Maison,Saverne,7.41346550470292,48.7131464393721,mauvais,0.0,Enduit/Peinture non adapté => dégradation des maçonneries. Grès porche dégradé. ,Eglise (cad. AC 53) : inscription par arrêté du 21 novembre 2000,2018-12-31
148,IY729C,Eglise protestante,Saverne,7.41522313981269,48.9122117167189,,40.0,,"Le bâtiment du moulin en totalité avec ses machines, les façades et toitures de la maison, le seuil, le canal de fuite et le réseau hydraulique situés au lieudit Moulin de Fontfroide, tels que figurés en rouge sur le plan annexé à l'arrêté (cad. A 911 et 912) : inscription par arrêté du 14 août 2019",2018-12-31
149,IXJNB6,Ancienne église paroissiale du village disparu de Birsbach dite Heidenkirche,Saverne,7.277785328703912,48.961033903438704,bon,0.0,,Façades et toiture ; salle de théâtre (cad. BC 23) : inscription par arrêté du 31 juillet 1979,2018-12-31
150,IQE073,"Synagogue, ancienne école juive et maison du rabbin",Saverne,7.56883927252559,48.7577130603115,bon,100.0,Dégradation des enduits en partie basse (humidité). Revêtement de sol étanche en pied de façades. ,Abri avec ses parois décorées (cad. C 738) : inscription par arrêté du 7 avril 1992,2018-12-31
151,II3IDI,Eglise catholique Saint-Jean-Baptiste,Saverne,7.5103113,48.7066913,,15.0,,L'abri préhistorique (cad. KI 538) : classement par arrêté du 1er septembre 1988,2018-12-31
152,IAQ8X0,Eglise paroissiale Saints-Vincent-et-Anastase,Saverne,7.4098294,48.7129897,bon,100.0,Nettoyage et dégagement revêtement sol étanche sur une face à prévoir.,Eglise (cad. ZK 21) : inscription par arrêté du 21 décembre 1984,2018-12-31
153,IJIGMQ,Site du Hochberg,Saverne,7.3609619,48.9264194,bon,40.0,,Les façades et toitures (cad. 1 98) : inscription par arrêté du 10 avril 1996,2018-12-31
154,I41OP8,Hôtel de Wangen (ancien),Saverne,7.38123042245252,48.6917771080231,bon,20.0,"Velux en toiture, menuiserie bois et rejet d'eau aluminium","La façade et la toiture sur rue ; le passage cocher ; les façades et les toitures sur la cour commune aux immeubles du 5, boulevard des Capucines et 30, rue du Quatre-Septembre ; l'escalier principal ; ainsi que certaines pièces avec leur décor aux deuxième, troisième, quatrième et cinquième étages selon le plan annexé à l'arrêté (cad. AC 5) : inscription par arrêté du 10 mars 2006",2018-12-31
155,IOOVI3,Cimetière juif (ancien),Saverne,7.40509048960771,48.8258947325804,mauvais,100.0,manque d'entretien les inscriptions s'estompent ,"Ancien cimetière avec ses stèles et mur d'enceinte urbain attenant gravé d'inscriptions hébraïques (cf. plan annexé au dossier) (cad. 3 242 A et B, 243 A et B, 244 A et B, 246, 266, lieudit Le Bourg, 257 (5, impasse des Cigognes) , 497/256, 260, 262, 492/245, 494/247, lieudit Le Bourg, 267, 268 (rue d'Ingwiller) , 541/232, 542/232 (rue du Cerf) ) : inscription par arrêté du 10 février 1999",2018-12-31
156,ISCE0V,Synagogue,Saverne,7.18761030207359,48.9413868328323,moyen,40.0,"Intérieurs non visités. Enduits non adaptés, présence de lichen, révision de la couverture",Croix de l'angle Nord-Est du mur du cimetière (cad. AB 8) : inscription par arrêté du 6 février 1989,2016-12-31
157,IDMQNB,Ancienne école juive et mikvé,Saverne,7.18751565836523,48.941147193153,moyen,50.0,Intérieurs non visités. Reprise des enduits anciens. ,"Maison, y compris l'escalier en vis, la cuisine avec sa cheminée, la grande salle du premier étage avec sa cheminée et son plafond à solives, les trois chambres à alcôve du deuxième étage, ainsi que l'écurie sur cour (cad. G 677, 678) : inscription par arrêté du 28 octobre 1993",2020-09-15
158,I0R26L,Enceinte urbaine médiévale,Saverne,7.18620411072387,48.9388916455872,péril,,Vestiges recouverts de végétation. Absence de joints. Risques d'effondrement. ,"Le corps de logis avec le cellier, les granges et le colombier, les vestiges du mur d'enceinte et de la tour, en totalité, le fossé, les sols (cad. AD 8, 12) : inscription par arrêté du 18 mai 2010 - La chapelle en totalité (cad. AD8) : classement par arrêté du 27 septembre 2010",
159,IDUS4P,Ferme Wendling,Saverne,7.52324109119933,48.7936186904867,bon,15.0,,Chapelle Lejeune : inscription par arrêté du 23 février 1951,2018-12-31
160,IRX8KV,Manoir de Wangen,Saverne,7.51263767832748,48.7476216567736,moyen,0.0,"Travaux de restauration en cours (2018) sur les grilles, pont d'accès, la chapelle et la fontaine. ","Grand salon au rez-de-chaussée avec son décor (cad. B 257) : classement par arrêté du 12 février 1976 ; Façades et toitures du château, des communs et du colombier ; escalier du château avec sa rampe ; pièces suivantes avec leur décor : petit salon et salle à manger au rez-de-chaussée ; chambres n°s 1 (dite de la Tour) , 2 et 7 au premier étage de la tour est (cad. B 257, 261) : inscription par arrêté du 12 février 1976",2018-12-31
161,IL6LH0,Château de Hunebourg,Saverne,7.363573937467747,48.83400540129092,moyen,30.0,,Château (cad. A 32) : inscription par arrêté du 15 mars 1990,2018-12-31
162,I4L76Z,Site archéologique du Wasserwald,Saverne,7.293995888416946,48.71394867090834,bon,45.0,,Hôtel Magnier et Jean-Burnet (Bâtiments de l') : inscription par arrêté du 6 juillet 1925,2018-12-31
163,IBP5W9,Maison (DEMOLIE),Saverne,7.3610867,48.74071,,,,,2018-12-31
164,IZPAE7,Enceinte fortifiée,Saverne,7.4786039,48.8716219,,15.0,,,2018-12-31
